"","crid","incident_date","officer_id"
"519",1060712,"12-Mar-2013  23:45",168
"520",1060797,"14-Mar-2013  19:00",262
"521",1060797,"14-Mar-2013  19:00",263
"522",1060797,"14-Mar-2013  19:00",264
"523",1060797,"14-Mar-2013  19:00",265
"524",1060797,"14-Mar-2013  19:00",266
"525",1060797,"14-Mar-2013  19:00",228
"526",1060797,"14-Mar-2013  19:00",5
"527",1060797,"14-Mar-2013  19:00",267
"528",1060797,"14-Mar-2013  19:00",268
"529",1060797,"14-Mar-2013  19:00",269
"530",1060797,"14-Mar-2013  19:00",270
"531",1060797,"14-Mar-2013  19:00",271
"532",1060797,"14-Mar-2013  19:00",112
"533",1060797,"14-Mar-2013  19:00",272
"534",1060797,"14-Mar-2013  19:00",76
"535",1060797,"14-Mar-2013  19:00",273
"536",1060797,"14-Mar-2013  19:00",232
"537",1060797,"14-Mar-2013  19:00",274
"538",1060797,"14-Mar-2013  19:00",275
"539",1060850,"07-Mar-2013  0:00",276
"540",1060850,"07-Mar-2013  0:00",91
"541",1060893,"23-Feb-2013  11:00",117
"542",1060893,"23-Feb-2013  11:00",277
"543",1060893,"23-Feb-2013  11:00",52
"544",1060964,"25-Mar-2013  0:00",49
"545",1060964,"25-Mar-2013  0:00",51
"546",1061091,"31-Mar-2013  17:00",278
"547",1061091,"31-Mar-2013  17:00",200
"548",1061091,"31-Mar-2013  17:00",279
"549",1061097,"22-Dec-2012  20:00",280
"550",1061097,"22-Dec-2012  20:00",281
"551",1061097,"22-Dec-2012  20:00",18
"552",1061097,"22-Dec-2012  20:00",4
"553",1061137,"03-Apr-2013  2:30",282
"554",1061137,"03-Apr-2013  2:30",283
"555",1061137,"03-Apr-2013  2:30",284
"556",1061150,"30-Mar-2013  1:25",285
"557",1061150,"30-Mar-2013  1:25",286
"558",1061399,"12-Apr-2013  0:00",9
"559",1061565,"12-Apr-2013  0:00",42
"560",1061565,"12-Apr-2013  0:00",155
"561",1061570,"13-Apr-2013  0:00",282
"562",1061570,"13-Apr-2013  0:00",283
"563",1061570,"13-Apr-2013  0:00",284
"564",1061585,"18-Apr-2013  0:00",26
"565",1061585,"18-Apr-2013  0:00",102
"566",1061585,"18-Apr-2013  0:00",36
"567",1061686,"19-Jun-2012  0:00",106
"568",1061686,"19-Jun-2012  0:00",287
"569",1061686,"19-Jun-2012  0:00",288
"570",1061686,"19-Jun-2012  0:00",289
"571",1061686,"19-Jun-2012  0:00",57
"572",1061686,"19-Jun-2012  0:00",290
"573",1061686,"19-Jun-2012  0:00",58
"574",1061698,"24-Apr-2013  0:00",141
"575",1061889,"29-Apr-2013  21:00",91
"576",1061889,"29-Apr-2013  21:00",291
"577",1061889,"29-Apr-2013  21:00",292
"578",1061961,"02-May-2013  18:00",104
"579",1061961,"02-May-2013  18:00",39
"580",1062004,"04-May-2013  0:00",117
"581",1062004,"04-May-2013  0:00",277
"582",1062012,"27-Apr-2013  15:02",26
"583",1062012,"27-Apr-2013  15:02",36
"584",1062107,"12-May-2013  0:00",49
"585",1062107,"12-May-2013  0:00",51
"586",1062217,"24-Jan-2012  0:00",78
"587",1062217,"24-Jan-2012  0:00",293
"588",1062233,"15-May-2013  19:45",294
"589",1062233,"15-May-2013  19:45",104
"590",1062233,"15-May-2013  19:45",295
"591",1062233,"15-May-2013  19:45",296
"592",1062233,"15-May-2013  19:45",297
"593",1062233,"15-May-2013  19:45",39
"594",1062233,"15-May-2013  19:45",298
"595",1062233,"15-May-2013  19:45",299
"596",1062680,"01-Jun-2013  0:00",117
"597",1062680,"01-Jun-2013  0:00",300
"598",1062683,"04-Jun-2013  0:00",141
"599",1062764,"09-Jun-2013  3:00",14
"600",1062764,"09-Jun-2013  3:00",4
"601",1062865,"13-Jun-2013  17:36",48
"602",1062865,"13-Jun-2013  17:36",182
"603",1062865,"13-Jun-2013  17:36",183
"604",1062865,"13-Jun-2013  17:36",102
