crid,incident_date,beat_2012_geocoded,complaintcategory,finalfinding,officer_id
1056988,01-Aug-2012  19:15,0723,05A-ARRESTEE - DURING ARREST,NS,2853
1056988,01-Aug-2012  19:15,0723,05A-ARRESTEE - DURING ARREST,NS,392
1056988,01-Aug-2012  19:15,0723,05A-ARRESTEE - DURING ARREST,NS,1786
1056996,18-Jan-2012  18:39,0612,05N-WEAPON - UNNECESSARY DISPLAY OF,UN,1091
1057008,12-Sep-2012  0:00,,03G-MISCELLANEOUS,NAF,1726
1057013,01-Apr-2012  0:00,1134,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,335
1057028,12-Sep-2012  0:00,1134,10V-INVENTORY PROCEDURES,SU,350
1057028,12-Sep-2012  0:00,1134,10V-INVENTORY PROCEDURES,NS,2854
1057046,13-Sep-2012  23:00,0223,10P-MISUSE OF DEPARTMENT EQUIPMENT/SUPPLIES,SU,1490
1057062,14-Sep-2012  7:00,0423,10Z-MISCELLANEOUS,NAF,162
1057062,14-Sep-2012  7:00,0423,10Z-MISCELLANEOUS,NAF,2855
1057062,14-Sep-2012  7:00,0423,10Z-MISCELLANEOUS,NAF,934
1057062,14-Sep-2012  7:00,0423,10Z-MISCELLANEOUS,NAF,446
1057062,14-Sep-2012  7:00,0423,10Z-MISCELLANEOUS,NAF,2856
1057072,25-Jun-2012  0:00,1223,10M-INSUBORDINATION,SU,2857
1057072,25-Jun-2012  0:00,1223,10M-INSUBORDINATION,SU,321
1057078,14-Sep-2012  19:40,2413,05L-UNNECESSARY PHYSICAL CONTACT - ON DUTY,NS,2858
1057078,14-Sep-2012  19:40,2413,05L-UNNECESSARY PHYSICAL CONTACT - ON DUTY,NS,677
1057078,14-Sep-2012  19:40,2413,05L-UNNECESSARY PHYSICAL CONTACT - ON DUTY,NS,879
1057086,13-Sep-2012  17:30,0734,03D-ILLEGAL ARREST,NAF,385
1057086,13-Sep-2012  17:30,0734,"05B-ARRESTEE - AFTER ARREST, PRIOR TO LOCKUP",NAF,457
1057086,13-Sep-2012  17:30,0734,05M-UNNECESSARY PHYSICAL CONTACT - OFF DUTY,NAF,397
1057089,15-Sep-2012  9:30,0724,05L-UNNECESSARY PHYSICAL CONTACT - ON DUTY,UN,619
1057089,15-Sep-2012  9:30,0724,05L-UNNECESSARY PHYSICAL CONTACT - ON DUTY,UN,822
1057121,16-Sep-2012  0:00,0321,05A-ARRESTEE - DURING ARREST,NS,1231
1057121,16-Sep-2012  0:00,0321,05A-ARRESTEE - DURING ARREST,NS,2859
1057129,15-Sep-2012  2:50,,05C-ARRESTEE - LOCKUP/DETENTION,SU,844
1057165,30-Aug-2012  2:00,0412,10Z-MISCELLANEOUS,NAF,2745
1057167,24-Oct-2011  16:00,2533,10Z-MISCELLANEOUS,NAF,435
1057172,12-Sep-2012  21:00,2511,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NS,1052
1057172,12-Sep-2012  21:00,2511,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NS,2091
1057176,19-Sep-2012  0:00,0131,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2860
1057181,19-Sep-2012  0:00,0423,03G-MISCELLANEOUS,NAF,2861
1057181,19-Sep-2012  0:00,0423,03G-MISCELLANEOUS,NAF,2336
1057190,12-Jul-2012  0:00,1034,03D-ILLEGAL ARREST,NS,671
1057190,12-Jul-2012  0:00,1034,03D-ILLEGAL ARREST,NS,871
1057196,19-Sep-2012  22:00,0631,03G-MISCELLANEOUS,NS,1222
1057196,19-Sep-2012  22:00,0631,03G-MISCELLANEOUS,NS,954
1057210,14-May-2012  0:00,0614,03D-ILLEGAL ARREST,NS,1277
1057210,14-May-2012  0:00,0614,03D-ILLEGAL ARREST,NS,2217
1057215,18-Sep-2012  0:00,0735,05H-MISCELLANEOUS,UN,2699
1057247,19-Sep-2012  17:00,,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,2818
1057256,26-Jun-2012  14:30,,03G-MISCELLANEOUS,NS,821
1057256,26-Jun-2012  14:30,,03G-MISCELLANEOUS,NS,714
1057262,19-Sep-2012  0:05,1024,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,1352
1057262,19-Sep-2012  0:05,1024,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,2348
1057293,19-May-2011  22:22,0825,05Q-CIVIL SUIT - THIRD PARTY,NAF,47
1057322,19-Jun-2012  14:30,,05N-WEAPON - UNNECESSARY DISPLAY OF,NA,2862
1057322,19-Jun-2012  14:30,,05N-WEAPON - UNNECESSARY DISPLAY OF,NA,2523
1057322,19-Jun-2012  14:30,,05N-WEAPON - UNNECESSARY DISPLAY OF,NA,2863
1057322,19-Jun-2012  14:30,,05N-WEAPON - UNNECESSARY DISPLAY OF,NA,1295
1057325,21-Aug-2012  0:00,,05F-DOMESTIC,NAF,222
1057329,23-Sep-2012  0:10,0421,03G-MISCELLANEOUS,NAF,47
1057329,23-Sep-2012  0:10,0421,03G-MISCELLANEOUS,NAF,2619
1057337,25-Sep-2012  19:40,0611,05A-ARRESTEE - DURING ARREST,UN,183
1057337,25-Sep-2012  19:40,0611,05A-ARRESTEE - DURING ARREST,UN,850
1057354,02-Oct-2011  23:30,0313,03G-MISCELLANEOUS,NAF,623
1057354,02-Oct-2011  23:30,0313,03G-MISCELLANEOUS,NAF,508
1057374,26-Sep-2012  0:00,1712,03D-ILLEGAL ARREST,NAF,265
1057374,26-Sep-2012  0:00,1712,03D-ILLEGAL ARREST,NAF,1411
1057390,31-Aug-2012  0:00,0621,10Z-MISCELLANEOUS,NAF,388
1057390,31-Aug-2012  0:00,0621,10Z-MISCELLANEOUS,NAF,913
1057391,07-Sep-2012  0:00,0213,10B-MEDICAL ROLL,SU,2320
1057397,09-Sep-2012  22:45,,03D-ILLEGAL ARREST,NAF,2198
1057397,09-Sep-2012  22:45,,03D-ILLEGAL ARREST,NAF,506
1057397,09-Sep-2012  22:45,,03D-ILLEGAL ARREST,NAF,346
1057397,09-Sep-2012  22:45,,03D-ILLEGAL ARREST,NAF,2864
1057397,09-Sep-2012  22:45,,03D-ILLEGAL ARREST,NAF,2240
1057397,09-Sep-2012  22:45,,03D-ILLEGAL ARREST,NAF,2865
1057397,09-Sep-2012  22:45,,03D-ILLEGAL ARREST,NAF,1257
1057397,09-Sep-2012  22:45,,03D-ILLEGAL ARREST,NAF,383
1057397,09-Sep-2012  22:45,,03D-ILLEGAL ARREST,NAF,2199
1057397,09-Sep-2012  22:45,,03D-ILLEGAL ARREST,NAF,1856
1057397,09-Sep-2012  22:45,,03D-ILLEGAL ARREST,NAF,2200
1057403,13-Jul-2012  0:00,,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,1116
1057403,13-Jul-2012  0:00,,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,2866
1057421,28-Sep-2012  0:00,,10D-COMMUNICATION OPERATIONS PROCEDURES,UN,1888
1057421,28-Sep-2012  0:00,,10D-COMMUNICATION OPERATIONS PROCEDURES,UN,1796
1057423,01-Jun-2012  9:00,0613,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,1566
1057428,26-Aug-2012  18:56,,03G-MISCELLANEOUS,NS,1490
1057428,26-Aug-2012  18:56,,03G-MISCELLANEOUS,NS,2867
1057428,26-Aug-2012  18:56,,03G-MISCELLANEOUS,NS,1032
1057428,26-Aug-2012  18:56,,03G-MISCELLANEOUS,NS,400
1057428,26-Aug-2012  18:56,,03G-MISCELLANEOUS,NS,357
1057428,26-Aug-2012  18:56,,03G-MISCELLANEOUS,NS,1000
1057428,26-Aug-2012  18:56,,03G-MISCELLANEOUS,NS,53
1057428,26-Aug-2012  18:56,,03G-MISCELLANEOUS,NS,98
1057428,26-Aug-2012  18:56,,03G-MISCELLANEOUS,NS,1073
1057429,29-Sep-2012  21:45,1634,03G-MISCELLANEOUS,NAF,988
1057429,29-Sep-2012  21:45,1634,03G-MISCELLANEOUS,NAF,2458
1057429,29-Sep-2012  21:45,1634,03G-MISCELLANEOUS,NAF,1076
1057446,30-Sep-2012  0:00,1222,05A-ARRESTEE - DURING ARREST,NS,2868
1057446,30-Sep-2012  0:00,1222,05A-ARRESTEE - DURING ARREST,NS,2744
1057457,26-Aug-2012  18:00,0624,03G-MISCELLANEOUS,NAF,1490
1057457,26-Aug-2012  18:00,0624,03G-MISCELLANEOUS,NAF,2867
1057457,26-Aug-2012  18:00,0624,03G-MISCELLANEOUS,NAF,1032
1057457,26-Aug-2012  18:00,0624,03G-MISCELLANEOUS,NAF,2869
1057457,26-Aug-2012  18:00,0624,03G-MISCELLANEOUS,NAF,400
1057457,26-Aug-2012  18:00,0624,03G-MISCELLANEOUS,NAF,995
1057457,26-Aug-2012  18:00,0624,03G-MISCELLANEOUS,NAF,998
1057457,26-Aug-2012  18:00,0624,03G-MISCELLANEOUS,NAF,667
1057457,26-Aug-2012  18:00,0624,03G-MISCELLANEOUS,NAF,357
1057457,26-Aug-2012  18:00,0624,03G-MISCELLANEOUS,NAF,1000
1057457,26-Aug-2012  18:00,0624,03G-MISCELLANEOUS,NAF,53
1057457,26-Aug-2012  18:00,0624,03G-MISCELLANEOUS,NAF,98
1057457,26-Aug-2012  18:00,0624,03G-MISCELLANEOUS,NAF,1073
1057458,29-Sep-2012  0:00,2412,"05P-EXCESSIVE FORCE - OFF DUTY (INCLUDES NEIGHBOR, TRAFFIC, TAV)",NS,2134
1057458,29-Sep-2012  0:00,2412,"05P-EXCESSIVE FORCE - OFF DUTY (INCLUDES NEIGHBOR, TRAFFIC, TAV)",NS,2870
1057460,01-Oct-2012  13:45,0522,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,1922
1057460,01-Oct-2012  13:45,0522,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2871
1057461,01-Oct-2012  19:00,0734,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,619
1057461,01-Oct-2012  19:00,0734,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,2052
1057469,02-Oct-2012  0:00,,10J-NEGLECT OF DUTY/CONDUCT UNBECOMING - ON DUTY,NAF,2521
1057478,26-Sep-2012  0:00,,03G-MISCELLANEOUS,NAF,1941
1057478,26-Sep-2012  0:00,,03G-MISCELLANEOUS,NAF,388
1057478,26-Sep-2012  0:00,,03G-MISCELLANEOUS,NAF,913
1057480,02-Oct-2012  0:00,1623,"05B-ARRESTEE - AFTER ARREST, PRIOR TO LOCKUP",NAF,2872
1057480,02-Oct-2012  0:00,1623,"05B-ARRESTEE - AFTER ARREST, PRIOR TO LOCKUP",NAF,2873
1057486,24-Sep-2012  14:50,0711,03D-ILLEGAL ARREST,NAF,399
1057486,24-Sep-2012  14:50,0711,03D-ILLEGAL ARREST,NAF,1499
1057494,02-Oct-2012  16:30,1823,10J-NEGLECT OF DUTY/CONDUCT UNBECOMING - ON DUTY,NAF,1511
1057494,02-Oct-2012  16:30,1823,10J-NEGLECT OF DUTY/CONDUCT UNBECOMING - ON DUTY,NAF,1173
1057495,02-Oct-2012  0:00,,10B-MEDICAL ROLL,NS,293
1057497,02-Oct-2012  10:00,1115,03D-ILLEGAL ARREST,NAF,2469
1057505,02-Oct-2012  0:00,0612,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,388
1057505,02-Oct-2012  0:00,0612,03B-SEARCH OF PERSON WITHOUT WARRANT,NAF,913
1057515,11-Jan-2012  10:37,0432,05Q-CIVIL SUIT - THIRD PARTY,UN,919
1057515,11-Jan-2012  10:37,0432,05Q-CIVIL SUIT - THIRD PARTY,UN,665
1057516,30-Sep-2012  0:00,0621,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,2874
1057516,30-Sep-2012  0:00,0621,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,2578
1057517,11-Apr-2011  20:26,0522,05A-ARRESTEE - DURING ARREST,EX,9
1057517,11-Apr-2011  20:26,0522,05A-ARRESTEE - DURING ARREST,EX,1374
1057533,21-Jun-2012  0:45,1011,05A-ARRESTEE - DURING ARREST,NA,1215
1057533,21-Jun-2012  0:45,1011,05A-ARRESTEE - DURING ARREST,NA,2708
1057533,21-Jun-2012  0:45,1011,05A-ARRESTEE - DURING ARREST,NA,1961
1057554,04-Oct-2012  18:30,0611,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,1064
1057554,04-Oct-2012  18:30,0611,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2875
1057559,04-Oct-2012  0:00,,03D-ILLEGAL ARREST,UN,2876
1057559,04-Oct-2012  0:00,,03D-ILLEGAL ARREST,UN,485
1057565,05-Oct-2012  0:00,2515,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,788
1057569,31-Oct-2011  0:00,0933,03D-ILLEGAL ARREST,NAF,584
1057569,31-Oct-2011  0:00,0933,03D-ILLEGAL ARREST,NAF,1695
1057569,31-Oct-2011  0:00,0933,03D-ILLEGAL ARREST,NAF,873
1057569,31-Oct-2011  0:00,0933,03D-ILLEGAL ARREST,NAF,1699
1057569,31-Oct-2011  0:00,0933,03D-ILLEGAL ARREST,NAF,1700
1057576,05-Oct-2012  0:00,,05F-DOMESTIC,NS,633
1057579,05-Oct-2012  0:00,2515,03D-ILLEGAL ARREST,NAF,288
1057602,06-Oct-2012  0:00,1112,05L-UNNECESSARY PHYSICAL CONTACT - ON DUTY,NS,821
1057602,06-Oct-2012  0:00,1112,05L-UNNECESSARY PHYSICAL CONTACT - ON DUTY,NS,714
1057608,07-Oct-2012  15:30,0621,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,1064
1057608,07-Oct-2012  15:30,0621,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,359
1057630,08-Oct-2012  0:00,,"05B-ARRESTEE - AFTER ARREST, PRIOR TO LOCKUP",NAF,165
1057630,08-Oct-2012  0:00,,"05B-ARRESTEE - AFTER ARREST, PRIOR TO LOCKUP",NAF,789
1057653,05-Oct-2012  0:00,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,598
1057653,05-Oct-2012  0:00,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2877
1057658,27-Jun-2012  0:00,0814,03D-ILLEGAL ARREST,UN,100
1057658,27-Jun-2012  0:00,0814,03D-ILLEGAL ARREST,UN,518
1057658,27-Jun-2012  0:00,0814,03D-ILLEGAL ARREST,UN,1474
1057658,27-Jun-2012  0:00,0814,03D-ILLEGAL ARREST,UN,1475
1057658,27-Jun-2012  0:00,0814,03D-ILLEGAL ARREST,UN,1097
1057658,27-Jun-2012  0:00,0814,03D-ILLEGAL ARREST,UN,519
1057658,27-Jun-2012  0:00,0814,03D-ILLEGAL ARREST,UN,1477
1057658,27-Jun-2012  0:00,0814,03D-ILLEGAL ARREST,UN,521
1057658,27-Jun-2012  0:00,0814,03D-ILLEGAL ARREST,UN,2878
1057658,27-Jun-2012  0:00,0814,03D-ILLEGAL ARREST,UN,1783
1057658,27-Jun-2012  0:00,0814,03D-ILLEGAL ARREST,UN,1692
1057666,18-Aug-2012  0:00,0914,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,1402
1057666,18-Aug-2012  0:00,0914,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,618
1057671,09-Oct-2012  22:14,0723,15B-USE/ABUSE DRUGS/CONTR. SUBSTANCE - OFF DUTY,NS,1921
1057678,10-Oct-2012  13:15,,15A-USE/ABUSE DRUGS/CONTR. SUBSTANCE - ON DUTY,UN,1921
1057680,09-Oct-2012  23:04,0634,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,EX,1033
1057680,09-Oct-2012  23:04,0634,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,EX,97
1057680,09-Oct-2012  23:04,0634,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,EX,2460
1057685,10-Oct-2012  0:00,0725,03D-ILLEGAL ARREST,NS,1197
1057685,10-Oct-2012  0:00,0725,03D-ILLEGAL ARREST,NS,1214
1057705,01-Oct-2012  8:00,1113,03D-ILLEGAL ARREST,NAF,2129
1057705,01-Oct-2012  8:00,1113,03D-ILLEGAL ARREST,NAF,435
1057712,11-Oct-2012  16:30,0233,03G-MISCELLANEOUS,NAF,436
1057713,11-Oct-2012  17:15,1513,05K-DOMESTIC ALTERCATION/INCIDENT - OFF DUTY,NA,439
1057713,11-Oct-2012  17:15,1513,05K-DOMESTIC ALTERCATION/INCIDENT - OFF DUTY,NA,7
1057714,18-Aug-2012  19:50,1822,05A-ARRESTEE - DURING ARREST,NA,1241
1057719,11-Oct-2012  23:35,2515,10V-INVENTORY PROCEDURES,NS,594
1057719,11-Oct-2012  23:35,2515,10V-INVENTORY PROCEDURES,NS,1100
1057726,26-Feb-2012  18:21,2535,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,971
1057726,26-Feb-2012  18:21,2535,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,1192
1057726,26-Feb-2012  18:21,2535,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,2879
1057728,30-Aug-2012  19:30,2532,03D-ILLEGAL ARREST,NAF,289
1057736,12-Oct-2012  12:07,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2880
1057736,12-Oct-2012  12:07,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,788
1057737,05-Oct-2012  0:00,0323,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NS,1184
1057737,05-Oct-2012  0:00,0323,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NS,2714
1057739,12-Oct-2012  0:00,0711,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,1775
1057739,12-Oct-2012  0:00,0711,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2881
1057739,12-Oct-2012  0:00,0711,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2882
1057754,12-Oct-2012  20:41,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,906
1057754,12-Oct-2012  20:41,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2659
1057758,08-Oct-2012  22:35,1935,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,2883
1057758,08-Oct-2012  22:35,1935,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NAF,1799
1057779,14-Oct-2012  23:14,,NA,NA,983
1057780,14-Oct-2012  0:00,0433,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,1659
1057780,14-Oct-2012  0:00,0433,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,454
1057783,03-Oct-2012  22:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,558
1057783,03-Oct-2012  22:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,791
1057783,03-Oct-2012  22:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,1721
1057783,03-Oct-2012  22:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,687
1057783,03-Oct-2012  22:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,792
1057783,03-Oct-2012  22:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,2884
1057783,03-Oct-2012  22:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,47
1057783,03-Oct-2012  22:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,2885
1057783,03-Oct-2012  22:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,2698
1057783,03-Oct-2012  22:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,1696
1057783,03-Oct-2012  22:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,688
1057783,03-Oct-2012  22:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,742
1057783,03-Oct-2012  22:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,2886
1057783,03-Oct-2012  22:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,UN,1514
1057806,15-Oct-2012  0:00,0524,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,437
1057806,15-Oct-2012  0:00,0524,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,2682
1057806,15-Oct-2012  0:00,0524,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,764
1057806,15-Oct-2012  0:00,0524,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,2887
1057840,17-Oct-2012  0:00,1134,10Z-MISCELLANEOUS,SU,1153
1057840,17-Oct-2012  0:00,1134,10Z-MISCELLANEOUS,SU,1154
1057850,17-Oct-2012  20:00,1123,05A-ARRESTEE - DURING ARREST,NS,45
1057850,17-Oct-2012  20:00,1123,05A-ARRESTEE - DURING ARREST,NS,1264
1057858,18-Oct-2012  20:20,0925,10Z-MISCELLANEOUS,SU,152
1057858,18-Oct-2012  20:20,0925,10Z-MISCELLANEOUS,SU,810
1057880,27-Aug-2012  12:00,2033,03D-ILLEGAL ARREST,UN,1621
1057880,27-Aug-2012  12:00,2033,03D-ILLEGAL ARREST,UN,575
1057880,27-Aug-2012  12:00,2033,03D-ILLEGAL ARREST,UN,2888
1057880,27-Aug-2012  12:00,2033,03D-ILLEGAL ARREST,UN,2889
1057888,20-Oct-2012  0:00,2533,"05B-ARRESTEE - AFTER ARREST, PRIOR TO LOCKUP",NS,988
1057888,20-Oct-2012  0:00,2533,"05B-ARRESTEE - AFTER ARREST, PRIOR TO LOCKUP",NS,1076
1057911,21-Oct-2012  14:30,0332,03G-MISCELLANEOUS,NAF,48
1057911,21-Oct-2012  14:30,0332,03G-MISCELLANEOUS,NAF,2433
1057920,19-Oct-2012  15:30,1113,"05B-ARRESTEE - AFTER ARREST, PRIOR TO LOCKUP",UN,2890
1057920,19-Oct-2012  15:30,1113,"05B-ARRESTEE - AFTER ARREST, PRIOR TO LOCKUP",EX,1154
1057920,19-Oct-2012  15:30,1113,"05B-ARRESTEE - AFTER ARREST, PRIOR TO LOCKUP",UN,715
1057937,20-Oct-2012  0:00,,03D-ILLEGAL ARREST,NAF,165
1057937,20-Oct-2012  0:00,,03D-ILLEGAL ARREST,NAF,789
1057937,20-Oct-2012  0:00,,03D-ILLEGAL ARREST,NAF,822
1057940,17-Oct-2012  0:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NS,213
1057940,17-Oct-2012  0:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NS,2891
1057941,08-Oct-2012  0:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NS,422
1057941,08-Oct-2012  0:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NS,1271
1057941,08-Oct-2012  0:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NS,2474
1057941,08-Oct-2012  0:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NS,175
1057941,08-Oct-2012  0:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NS,244
1057941,08-Oct-2012  0:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NS,237
1057957,23-Oct-2012  0:00,,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,UN,1128
1057960,22-Oct-2012  0:00,2531,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NS,2823
1057960,22-Oct-2012  0:00,2531,10U-INADEQUATE/FAILURE TO PROVIDE SERVICE,NS,740
1057967,23-Oct-2012  13:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,2892
1057967,23-Oct-2012  13:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,1493
1057967,23-Oct-2012  13:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,1044
1057967,23-Oct-2012  13:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,2893
1057967,23-Oct-2012  13:00,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,2894
1057978,22-Aug-2012  0:00,0711,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,2895
1057978,22-Aug-2012  0:00,0711,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NAF,2511
1057981,09-Sep-2012  0:00,,03G-MISCELLANEOUS,UN,1966
1057981,09-Sep-2012  0:00,,03G-MISCELLANEOUS,UN,2260
1057981,09-Sep-2012  0:00,,03G-MISCELLANEOUS,UN,220
1057981,09-Sep-2012  0:00,,03G-MISCELLANEOUS,UN,2266
1057981,09-Sep-2012  0:00,,03G-MISCELLANEOUS,UN,1058
1057981,09-Sep-2012  0:00,,03G-MISCELLANEOUS,UN,1614
1057982,21-Oct-2012  13:00,0334,03G-MISCELLANEOUS,NAF,449
1058034,07-May-2011  0:00,,03G-MISCELLANEOUS,NAF,2896
1058034,07-May-2011  0:00,,03G-MISCELLANEOUS,NAF,1461
1058034,07-May-2011  0:00,,03G-MISCELLANEOUS,NAF,2897
1058034,07-May-2011  0:00,,03G-MISCELLANEOUS,NAF,2898
1058034,07-May-2011  0:00,,03G-MISCELLANEOUS,NAF,2899
1058034,07-May-2011  0:00,,03G-MISCELLANEOUS,NAF,2900
1058034,07-May-2011  0:00,,03G-MISCELLANEOUS,NAF,1466
1058034,07-May-2011  0:00,,03G-MISCELLANEOUS,NAF,2901
1058034,07-May-2011  0:00,,03G-MISCELLANEOUS,NAF,1467
1058034,07-May-2011  0:00,,03G-MISCELLANEOUS,NAF,2902
1058036,14-Sep-2012  0:00,0925,03D-ILLEGAL ARREST,NAF,2903
1058036,14-Sep-2012  0:00,0925,03D-ILLEGAL ARREST,NAF,2104
1058036,14-Sep-2012  0:00,0925,03D-ILLEGAL ARREST,NAF,2267
1058051,26-Oct-2012  0:00,0433,05M-UNNECESSARY PHYSICAL CONTACT - OFF DUTY,NS,2755
1058051,26-Oct-2012  0:00,0433,05M-UNNECESSARY PHYSICAL CONTACT - OFF DUTY,UN,1573
1058051,26-Oct-2012  0:00,0433,05M-UNNECESSARY PHYSICAL CONTACT - OFF DUTY,UN,2904
1058087,29-Oct-2012  12:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,623
1058087,29-Oct-2012  12:30,,03C-SEARCH OF PREMISE/VEHICLE WITHOUT WARRANT,NAF,728
1058130,31-Oct-2012  0:00,,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NA,692
1058130,31-Oct-2012  0:00,,04E-PRISONER'S PROPERTY - INVENTORY/RECEIPT,NA,1282
1058133,29-Oct-2012  0:00,0714,"05B-ARRESTEE - AFTER ARREST, PRIOR TO LOCKUP",NS,1499
1058134,30-Oct-2012  10:00,,03G-MISCELLANEOUS,EX,2905
1058134,30-Oct-2012  10:00,,03G-MISCELLANEOUS,EX,2906
1058134,30-Oct-2012  10:00,,03G-MISCELLANEOUS,EX,2127
1058134,30-Oct-2012  10:00,,03G-MISCELLANEOUS,EX,2022
1058134,30-Oct-2012  10:00,,03G-MISCELLANEOUS,EX,2907
1058134,30-Oct-2012  10:00,,03G-MISCELLANEOUS,EX,2908
1058134,30-Oct-2012  10:00,,03G-MISCELLANEOUS,EX,2652
